purchase_order_id,purchase_order_date,supplier_id,supplier_name,equipment_category,equipment_type,manufacturer,part_number,order_quantity,unit_cost,total_order_value,currency,procurement_status,buyer,contract_type,production_start_date,supplier_committed_date,original_eta,current_eta,actual_delivery_date,required_on_site_date,shipment_status,shipping_mode,origin_country,destination_country,destination_site,freight_forwarder,customs_status,incoterm,warehouse_receipt_status,tracking_update_date,planned_lead_time_days,current_expected_lead_time_days,actual_lead_time_days,delay_days,supplier_capacity_utilization,supplier_on_time_delivery_rate,historical_supplier_delay_rate,equipment_criticality,alternative_supplier_available,inventory_buffer_days,deployment_dependency,data_center_site,planned_compute_capacity_mw,planned_gpu_capacity,project_phase,required_capacity_date,installation_start_date,_true_arrival,lead_time_variance,supply_concentration,missed_required_date
PO-1041,2025-08-26,SUP-026,Cummins,Backup Generators,3MW diesel genset,MTU,MTU-BG-4267,1,1768700.91,1768700.91,EUR,Shipped,S. Park,Master Supply Agreement,2025-09-10,2026-08-16,2026-08-16,2026-08-16,,2026-09-22,In Transit,Ocean,Germany,Ireland,DUB-06,Kuehne+Nagel,Pending,DAP,Pending,2026-07-13,355,355.0,,0.0,0.879,0.55,0.462,critical,True,6,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-08-10,40.6,0.264,0
PO-1042,2025-12-30,SUP-D02,Insight Enterprises,Racks,48U server rack,Rittal,RIT-R-8757,32,9412.18,301189.76,EUR,Delivered,K. Osei,Spot PO,2026-01-11,2026-03-03,2026-03-03,2026-03-03,2026-03-03,2026-03-09,Delivered,Truck,Germany,United States,RIC-05,Kuehne+Nagel,Cleared,FOB,Received,2026-07-11,63,63.0,63.0,0.0,0.703,0.675,0.352,low,True,30,Low,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-03-03,22.0,0.152,0
PO-1043,2025-08-16,SUP-015,Vertiv,UPS Systems,Lithium-ion battery cabinet,Schneider Electric,SCH-US-6741,5,146146.55,730732.75,USD,Delivered,M. Delgado,Framework Agreement,2025-08-22,2026-02-14,2026-02-14,2026-06-30,2026-06-30,2026-03-13,Delivered,Truck,Mexico,United States,ATL-01,Flexport,Cleared,CIF,Received,2026-07-12,182,318.0,318.0,136.0,0.864,0.595,0.443,high,False,14,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-06-30,51.9,0.248,1
PO-1044,2026-01-29,SUP-D01,WWT,Racks,Seismic rack enclosure,Rittal,RIT-R-9695,62,9934.48,615937.76,EUR,Delivered,J. Marsh,Capacity Reservation,2026-02-09,2026-04-01,2026-04-01,2026-04-24,2026-04-24,2027-03-23,Delivered,Truck,Germany,United States,PHX-04,Flexport,Cleared,DAP,Received,2026-07-11,62,85.0,85.0,23.0,0.674,0.686,0.352,low,True,42,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-04-24,26.2,0.166,0
PO-1045,2025-10-16,SUP-005,NVIDIA Networking,InfiniBand Switches,NDR 400G cable set,NVIDIA Networking,NVI-IS-8634,71,47352.58,3362033.18,USD,Delivered,A. Whitfield,Framework Agreement,2025-10-28,2026-04-13,2026-04-13,2026-04-06,2026-04-06,2026-04-19,Delivered,Air,Israel,United States,SLC-08,DB Schenker,Cleared,DDP,Received,2026-07-13,179,172.0,172.0,-7.0,0.929,0.593,0.436,critical,True,19,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-04-06,22.1,1.0,0
PO-1046,2026-04-05,SUP-D01,WWT,Racks,Seismic rack enclosure,Legrand,LEG-R-1930,153,6570.25,1005248.25,USD,Delivered,S. Park,Framework Agreement,2026-04-16,2026-05-20,2026-05-20,2026-06-04,2026-06-04,2026-05-18,Delivered,Truck,Mexico,United States,SLC-08,Kuehne+Nagel,Cleared,EXW,Received,2026-07-13,45,60.0,60.0,15.0,0.674,0.686,0.352,low,True,58,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-06-04,26.2,0.166,1
PO-1047,2026-01-09,SUP-023,Rittal,Racks,48U server rack,Rittal,RIT-R-8757,197,10771.73,2122030.81,EUR,Delivered,L. Tran,Master Supply Agreement,2026-01-23,2026-03-06,2026-03-06,2026-03-20,2026-03-20,2026-03-27,Delivered,Ocean,Germany,United States,PHX-04,Flexport,Cleared,DAP,Received,2026-07-14,56,70.0,70.0,14.0,0.604,0.712,0.316,low,True,45,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-03-20,12.1,0.272,0
PO-1048,2025-08-03,SUP-D01,WWT,GPU Servers,HGX H200 8-GPU server,Foxconn Industrial,FOX-GS-7560,18,184030.75,3312553.5,USD,Delivered,K. Osei,Spot PO,2025-08-10,2025-11-17,2025-11-17,2025-12-07,2025-12-07,2025-11-13,Delivered,Air,Taiwan,United States,ATL-01,Flexport,Cleared,DDP,Received,2026-07-12,106,126.0,126.0,20.0,0.674,0.686,0.352,critical,True,6,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2025-12-07,26.2,0.274,1
PO-1049,2025-09-18,SUP-002,Dell,GPU Servers,HGX H200 8-GPU server,Dell,DEL-GS-7457,10,208475.35,2084753.5,USD,Delivered,K. Osei,Capacity Reservation,2025-09-29,2025-12-19,2025-12-19,2026-02-19,2026-02-19,2025-12-27,Delivered,Truck,Mexico,Ireland,DUB-06,DB Schenker,Cleared,DDP,Received,2026-07-13,92,154.0,154.0,62.0,0.919,0.55,0.453,critical,False,7,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-02-19,22.4,0.259,1
PO-1050,2025-11-05,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,7,325294.98,2277064.86,USD,Delivered,S. Park,Master Supply Agreement,2025-11-13,2026-03-17,2026-03-17,2026-05-04,2026-05-04,2026-03-12,Delivered,Air,Taiwan,United States,PHX-04,Flexport,Cleared,CIF,Received,2026-07-14,132,180.0,180.0,48.0,0.907,0.591,0.416,critical,False,20,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-05-04,23.2,1.0,1
PO-1051,2026-06-02,SUP-D03,Graybar,Power Distribution Units,Rack PDU metered,Vertiv,VER-PDU-4486,167,19712.47,3291982.49,USD,In Production,M. Delgado,Framework Agreement,2026-06-12,2026-09-21,2026-09-21,2026-09-21,,2026-11-21,Not Shipped,Ocean,Mexico,United States,CBUS-02,Flexport,Pending,FOB,Pending,2026-07-11,111,111.0,,0.0,0.78,0.649,0.386,medium,True,44,Low,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-09-21,35.9,0.157,0
PO-1052,2025-06-22,SUP-010,Siemens Energy,Transformers,138kV power transformer,Siemens Energy,SIE-T-3736,3,890233.14,2670699.42,EUR,In Production,L. Tran,Master Supply Agreement,2025-07-08,2026-12-03,2026-12-03,2027-11-04,,2027-04-04,Not Shipped,Ocean,Germany,United States,SLC-08,Expeditors,Pending,DDP,Pending,2026-07-13,529,865.0,,336.0,0.935,0.55,0.466,critical,False,7,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2028-03-06,45.1,0.424,1
PO-1053,2025-11-11,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,10,289190.55,2891905.5,USD,Delivered,M. Delgado,Spot PO,2025-11-27,2026-03-16,2026-03-16,2026-06-24,2026-06-24,2026-04-21,Delivered,Truck,Taiwan,United States,RIC-05,Expeditors,Cleared,CIF,Received,2026-07-13,125,225.0,225.0,100.0,0.907,0.591,0.416,critical,False,19,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-06-24,23.2,1.0,1
PO-1054,2026-01-07,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,11,292117.06,3213287.66,USD,In Production,J. Marsh,Framework Agreement,2026-01-16,2026-06-13,2026-06-13,2026-11-10,,2026-08-23,Not Shipped,Air,Taiwan,United States,RIC-05,Flexport,Pending,CIF,Pending,2026-07-13,157,307.0,,150.0,0.907,0.591,0.416,critical,False,12,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-11-11,23.2,1.0,1
PO-1055,2025-11-20,SUP-004,NVIDIA,NVIDIA GPU Systems,HGX B200 baseboard,NVIDIA,NVI-NGS-5132,13,477465.17,6207047.21,USD,Delivered,S. Park,Master Supply Agreement,2025-12-03,2026-04-20,2026-04-20,2026-05-10,2026-05-10,2026-06-11,Delivered,Air,Taiwan,United States,RIC-05,DB Schenker,Cleared,DAP,Received,2026-07-12,151,171.0,171.0,20.0,0.907,0.591,0.416,critical,False,11,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-05-10,23.2,1.0,0
PO-1056,2025-04-11,SUP-D01,WWT,Network Equipment,Top-of-rack switch,Arista,ARI-NE-9899,65,81700.75,5310548.75,USD,Delivered,L. Tran,Capacity Reservation,2025-04-23,2025-07-21,2025-07-21,2025-07-16,2025-07-16,2026-09-21,Delivered,Air,United States,United States,RIC-05,Kuehne+Nagel,Not required,CIF,Received,2026-07-14,101,96.0,96.0,-5.0,0.674,0.686,0.352,high,True,24,Medium,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2025-07-16,26.2,0.268,0
PO-1057,2026-03-30,SUP-020,Raritan,Power Distribution Units,Overhead busway 1600A,Raritan,RAR-PDU-2683,180,34050.13,6129023.4,USD,In Production,M. Delgado,Capacity Reservation,2026-04-19,2026-07-28,2026-07-28,2026-08-27,,2026-08-28,Not Shipped,Truck,Taiwan,United States,SLC-08,Flexport,Pending,DAP,Pending,2026-07-13,120,150.0,,30.0,0.696,0.688,0.314,medium,True,27,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-08-31,24.5,0.325,1
PO-1058,2025-12-29,SUP-017,Boyd,Cooling Systems,Rear-door heat exchanger,Vertiv,VER-CS-1031,11,137143.86,1508582.46,USD,In Production,S. Park,Framework Agreement,2026-01-18,2026-07-16,2026-07-16,2026-11-08,,2026-11-20,Not Shipped,Ocean,Mexico,United States,CBUS-02,Flexport,Pending,FOB,Pending,2026-07-12,199,314.0,,115.0,0.924,0.55,0.492,high,False,16,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-11-13,29.5,0.33,0
PO-1059,2026-02-13,SUP-015,Vertiv,Cooling Systems,Liquid cooling CDU,Boyd,BOY-CS-8907,16,176092.01,2817472.16,USD,In Production,L. Tran,Framework Agreement,2026-02-18,2026-07-14,2026-07-14,2026-08-21,,2026-11-01,Not Shipped,Truck,United States,United States,CBUS-02,Flexport,Not required,FOB,Pending,2026-07-15,151,189.0,,38.0,0.864,0.595,0.443,high,False,29,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-08-22,51.9,0.315,0
PO-1060,2026-05-13,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,10,460973.45,4609734.5,USD,In Production,M. Delgado,Spot PO,2026-05-24,2026-09-18,2026-09-18,2026-11-24,,2027-02-22,Not Shipped,Truck,Taiwan,United States,SLC-08,Kuehne+Nagel,Pending,FOB,Pending,2026-07-12,128,195.0,,67.0,0.907,0.591,0.416,critical,False,19,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2027-02-06,23.2,1.0,0
PO-1061,2025-10-31,SUP-008,Juniper,Network Equipment,800G data center switch,Cisco,CIS-NE-2674,26,71282.94,1853356.44,USD,Delivered,S. Park,Framework Agreement,2025-11-10,2026-01-25,2026-01-25,2026-01-24,2026-01-24,2026-12-05,Delivered,Air,Mexico,Ireland,DUB-06,DB Schenker,Cleared,DAP,Received,2026-07-13,86,85.0,85.0,-1.0,0.634,0.711,0.321,high,True,17,Medium,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-01-24,14.7,0.185,0
PO-1062,2026-02-02,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-X800 switch,NVIDIA Networking,NVI-IS-2889,20,60924.93,1218498.6,USD,In Production,A. Whitfield,Master Supply Agreement,2026-02-18,2026-06-19,2026-06-19,2026-08-28,,2026-08-13,Not Shipped,Air,Israel,United States,SLC-08,Kuehne+Nagel,Pending,DDP,Pending,2026-07-13,137,207.0,,70.0,0.929,0.593,0.436,critical,True,17,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-08-29,22.1,1.0,1
PO-1063,2025-06-20,SUP-004,NVIDIA,NVIDIA GPU Systems,HGX B200 baseboard,NVIDIA,NVI-NGS-5132,5,420178.49,2100892.45,USD,Delivered,M. Delgado,Framework Agreement,2025-06-27,2025-12-01,2025-12-01,2026-06-06,2026-06-06,2025-12-06,Delivered,Air,Taiwan,Ireland,DUB-06,Kuehne+Nagel,Cleared,EXW,Received,2026-07-14,164,351.0,351.0,187.0,0.907,0.591,0.416,critical,False,11,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-06-06,23.2,1.0,1
PO-1064,2026-04-28,SUP-D02,Insight Enterprises,Storage Systems,All-flash storage array,Dell,DEL-SS-6796,3,484334.82,1453004.46,USD,Delivered,J. Marsh,Master Supply Agreement,2026-05-18,2026-07-08,2026-07-08,2026-07-08,2026-07-08,2026-07-21,Delivered,Air,Mexico,United States,CBUS-02,Kuehne+Nagel,Cleared,FOB,Received,2026-07-12,71,71.0,71.0,0.0,0.703,0.675,0.352,high,True,14,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-07-08,22.0,0.303,0
PO-1065,2026-01-23,SUP-019,Schneider Electric,Power Distribution Units,Floor PDU 400kVA,Raritan,RAR-PDU-4457,258,4164.97,1074562.26,USD,Delivered,K. Osei,Master Supply Agreement,2026-01-29,2026-05-31,2026-05-31,2026-07-11,2026-07-11,2027-03-31,Delivered,Truck,Taiwan,United States,SLC-08,Flexport,Cleared,EXW,Received,2026-07-12,128,169.0,169.0,41.0,0.774,0.683,0.358,medium,True,22,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-07-11,34.9,0.137,0
PO-1066,2025-07-22,SUP-017,Boyd,Cooling Systems,Rear-door heat exchanger,Boyd,BOY-CS-2389,31,228947.96,7097386.76,USD,Delivered,K. Osei,Master Supply Agreement,2025-08-09,2025-12-28,2025-12-28,2026-03-24,2026-03-24,2026-02-02,Delivered,Air,United States,United States,SLC-08,DB Schenker,Not required,FOB,Received,2026-07-13,159,245.0,245.0,86.0,0.924,0.55,0.492,high,True,21,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-03-24,29.5,0.33,1
PO-1067,2025-12-30,SUP-018,Eaton,UPS Systems,1.2MW modular UPS,Vertiv,VER-US-6447,6,125705.99,754235.94,USD,Delivered,A. Whitfield,Capacity Reservation,2026-01-06,2026-06-29,2026-06-29,2026-06-26,2026-06-26,2026-11-04,Delivered,Ocean,Mexico,United States,CBUS-02,Flexport,Cleared,EXW,Received,2026-07-11,181,178.0,178.0,-3.0,0.722,0.672,0.331,high,False,25,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-06-26,24.3,0.199,0
PO-1068,2025-12-18,SUP-023,Rittal,Racks,48U server rack,Vertiv,VER-R-2971,31,8879.5,275264.5,USD,Delivered,S. Park,Capacity Reservation,2025-12-25,2026-02-23,2026-02-23,2026-03-08,2026-03-08,2026-03-09,Delivered,Ocean,Mexico,United States,PHX-04,Kuehne+Nagel,Cleared,DDP,Received,2026-07-14,67,80.0,80.0,13.0,0.604,0.712,0.316,low,True,51,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-03-08,12.1,0.272,0
PO-1069,2025-12-18,SUP-D03,Graybar,UPS Systems,Lithium-ion battery cabinet,Eaton,EAT-US-8771,12,283006.37,3396076.44,USD,Delivered,M. Delgado,Master Supply Agreement,2026-01-02,2026-06-06,2026-06-06,2026-07-12,2026-07-12,2026-11-03,Delivered,Truck,United States,United States,CBUS-02,Expeditors,Not required,CIF,Received,2026-07-11,170,206.0,206.0,36.0,0.78,0.649,0.386,high,True,19,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-07-12,35.9,0.175,0
PO-1070,2025-08-09,SUP-001,Supermicro,GPU Servers,MGX GPU server,Foxconn Industrial,FOX-GS-6571,44,272372.07,11984371.08,USD,Delivered,L. Tran,Spot PO,2025-08-17,2025-11-19,2025-11-19,2025-12-16,2025-12-16,2025-12-17,Delivered,Air,Taiwan,United States,ATL-01,Kuehne+Nagel,Cleared,DDP,Received,2026-07-12,102,129.0,129.0,27.0,0.896,0.55,0.483,critical,False,17,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2025-12-16,17.9,0.236,0
PO-1071,2026-03-20,SUP-003,Foxconn Industrial,GPU Servers,4U 8-GPU air-cooled server,Supermicro,SUP-GS-2677,62,168169.24,10426492.88,USD,In Production,S. Park,Spot PO,2026-04-05,2026-07-12,2026-07-12,2026-08-24,,2026-07-31,Not Shipped,Ocean,Taiwan,United States,CBUS-02,DHL Industrial Projects,Pending,FOB,Pending,2026-07-11,114,157.0,,43.0,0.864,0.567,0.437,critical,True,5,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-08-22,18.8,0.23,1
PO-1072,2026-02-11,SUP-020,Raritan,Power Distribution Units,Overhead busway 1600A,Schneider Electric,SCH-PDU-1233,150,55930.93,8389639.5,USD,Delivered,J. Marsh,Capacity Reservation,2026-02-25,2026-05-24,2026-05-24,2026-06-19,2026-06-19,2026-06-29,Delivered,Ocean,Mexico,United States,ATL-01,Flexport,Cleared,DDP,Received,2026-07-13,102,128.0,128.0,26.0,0.696,0.688,0.314,medium,True,21,Low,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-06-19,24.5,0.325,0
PO-1073,2026-02-27,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-X800 switch,NVIDIA Networking,NVI-IS-2889,31,56035.57,1737102.67,USD,In Production,M. Delgado,Framework Agreement,2026-03-12,2026-06-22,2026-06-22,2026-12-05,,2026-09-16,Not Shipped,Air,Israel,United States,DFW-03,DB Schenker,Pending,FOB,Pending,2026-07-15,115,281.0,,166.0,0.929,0.593,0.436,critical,False,10,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-12-07,22.1,1.0,1
PO-1074,2026-04-09,SUP-023,Rittal,Racks,Cable management kit,Legrand,LEG-R-1456,173,11171.49,1932667.77,USD,Delivered,L. Tran,Spot PO,2026-04-26,2026-06-05,2026-06-05,2026-05-31,2026-05-31,2026-06-18,Delivered,Truck,Mexico,United States,SLC-08,Expeditors,Cleared,FOB,Received,2026-07-15,57,52.0,52.0,-5.0,0.604,0.712,0.316,low,True,56,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-05-31,12.1,0.272,0
PO-1075,2025-10-20,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-2 QM9700 switch,NVIDIA Networking,NVI-IS-6966,15,44002.95,660044.25,USD,In Production,M. Delgado,Capacity Reservation,2025-11-05,2026-03-31,2026-03-31,2026-09-09,,2026-05-27,Not Shipped,Air,Israel,United States,SLC-08,Expeditors,Pending,DAP,Pending,2026-07-14,162,324.0,,162.0,0.929,0.593,0.436,critical,False,9,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-09-03,22.1,1.0,1
PO-1076,2025-05-28,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-2 QM9700 switch,NVIDIA Networking,NVI-IS-6966,36,48648.27,1751337.72,USD,Delivered,K. Osei,Framework Agreement,2025-06-14,2025-10-22,2025-10-22,2026-01-09,2026-01-09,2026-09-21,Delivered,Air,Israel,United States,ATL-01,Expeditors,Cleared,CIF,Received,2026-07-11,147,226.0,226.0,79.0,0.929,0.593,0.436,critical,False,17,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-01-09,22.1,1.0,0
PO-1077,2025-09-17,SUP-004,NVIDIA,NVIDIA GPU Systems,HGX B200 baseboard,NVIDIA,NVI-NGS-5132,14,456663.09,6393283.26,USD,In Production,K. Osei,Capacity Reservation,2025-10-03,2026-02-16,2026-02-16,2026-08-07,,2026-02-27,Not Shipped,Air,Taiwan,United States,PHX-04,DHL Industrial Projects,Pending,DAP,Pending,2026-07-13,152,324.0,,172.0,0.907,0.591,0.416,critical,False,17,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-08-04,23.2,1.0,1
PO-1078,2025-11-30,SUP-015,Vertiv,Racks,48U server rack,Rittal,RIT-R-8757,25,9351.47,233786.75,EUR,Delivered,M. Delgado,Spot PO,2025-12-08,2026-01-16,2026-01-16,2026-01-15,2026-01-15,2026-01-19,Delivered,Truck,Germany,United States,SLC-08,DB Schenker,Cleared,DDP,Received,2026-07-13,47,46.0,46.0,-1.0,0.864,0.595,0.443,low,True,48,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-01-15,51.9,0.186,0
PO-1079,2025-08-18,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,2,282533.83,565067.66,USD,Delivered,A. Whitfield,Framework Agreement,2025-08-26,2026-01-26,2026-01-26,2026-04-16,2026-04-16,2026-01-23,Delivered,Air,Taiwan,Ireland,DUB-06,DB Schenker,Cleared,CIF,Received,2026-07-14,161,241.0,241.0,80.0,0.907,0.591,0.416,critical,False,20,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-04-16,23.2,1.0,1
PO-1080,2026-07-05,SUP-020,Raritan,Power Distribution Units,Overhead busway 1600A,Schneider Electric,SCH-PDU-1233,221,49796.46,11005017.66,USD,In Production,A. Whitfield,Master Supply Agreement,2026-07-11,2026-10-11,2026-10-11,2026-10-11,,2026-10-09,Not Shipped,Truck,Mexico,United States,DFW-03,DB Schenker,Pending,CIF,Pending,2026-07-12,98,98.0,,0.0,0.696,0.688,0.314,medium,False,27,Low,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-10-11,24.5,0.325,1
PO-1081,2025-08-07,SUP-002,Dell,GPU Servers,4U 8-GPU air-cooled server,Foxconn Industrial,FOX-GS-6957,20,273449.22,5468984.4,USD,Delivered,J. Marsh,Spot PO,2025-08-24,2025-11-22,2025-11-22,2026-02-05,2026-02-05,2026-12-28,Delivered,Air,Taiwan,United States,PHX-04,DHL Industrial Projects,Cleared,EXW,Received,2026-07-14,107,182.0,182.0,75.0,0.919,0.55,0.453,critical,True,8,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-02-05,22.4,0.259,0
PO-1082,2025-09-09,SUP-016,Motivair,Cooling Systems,Rear-door heat exchanger,Vertiv,VER-CS-1031,9,158369.61,1425326.49,USD,Delivered,K. Osei,Framework Agreement,2025-09-16,2026-01-18,2026-01-18,2026-05-04,2026-05-04,2026-03-13,Delivered,Truck,Mexico,United States,SLC-08,Kuehne+Nagel,Cleared,EXW,Received,2026-07-15,131,237.0,237.0,106.0,0.956,0.55,0.485,high,False,14,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-05-04,25.9,0.355,1
PO-1083,2025-07-22,SUP-D01,WWT,Racks,Cable management kit,Legrand,LEG-R-1456,34,10892.66,370350.44,USD,Delivered,K. Osei,Framework Agreement,2025-08-04,2025-08-30,2025-08-30,2025-09-05,2025-09-05,2027-03-31,Delivered,Truck,Mexico,United States,SLC-08,Kuehne+Nagel,Cleared,FOB,Received,2026-07-12,39,45.0,45.0,6.0,0.674,0.686,0.352,low,True,44,Low,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2025-09-05,26.2,0.166,0
PO-1084,2026-01-29,SUP-D01,WWT,GPU Servers,MGX GPU server,Supermicro,SUP-GS-2103,17,342194.02,5817298.34,USD,Delivered,J. Marsh,Spot PO,2026-02-16,2026-06-24,2026-06-24,2026-06-20,2026-06-20,2026-06-25,Delivered,Air,Taiwan,United States,SLC-08,DHL Industrial Projects,Cleared,EXW,Received,2026-07-13,146,142.0,142.0,-4.0,0.674,0.686,0.352,critical,False,11,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-06-20,26.2,0.274,0
PO-1085,2025-09-09,SUP-006,Arista,Network Equipment,Top-of-rack switch,Cisco,CIS-NE-9652,47,35811.25,1683128.75,USD,Delivered,L. Tran,Master Supply Agreement,2025-09-23,2025-12-10,2025-12-10,2025-12-31,2025-12-31,2027-01-03,Delivered,Ocean,Mexico,United States,PHX-04,Expeditors,Cleared,DAP,Received,2026-07-13,92,113.0,113.0,21.0,0.873,0.55,0.493,high,True,26,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2025-12-31,14.1,0.19,0
PO-1086,2025-07-21,SUP-D02,Insight Enterprises,Racks,Cable management kit,Legrand,LEG-R-1456,78,11868.7,925758.6,USD,Delivered,J. Marsh,Master Supply Agreement,2025-08-01,2025-09-03,2025-09-03,2025-09-19,2025-09-19,2025-09-17,Delivered,Truck,Mexico,United States,ATL-01,DHL Industrial Projects,Cleared,CIF,Received,2026-07-12,44,60.0,60.0,16.0,0.703,0.675,0.352,low,True,32,Low,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2025-09-19,22.0,0.152,1
PO-1087,2026-07-01,SUP-015,Vertiv,UPS Systems,1.2MW modular UPS,Schneider Electric,SCH-US-2391,7,320505.1,2243535.7,USD,In Production,M. Delgado,Framework Agreement,2026-07-14,2026-11-26,2026-11-26,2026-11-29,,2027-03-23,Not Shipped,Truck,Mexico,United States,SLC-08,DHL Industrial Projects,Pending,DAP,Pending,2026-07-13,148,151.0,,3.0,0.864,0.595,0.443,high,True,25,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2027-01-17,51.9,0.248,0
PO-1088,2026-05-26,SUP-D02,Insight Enterprises,Racks,Cable management kit,Legrand,LEG-R-1456,134,12340.97,1653689.98,USD,Delivered,A. Whitfield,Capacity Reservation,2026-06-01,2026-07-08,2026-07-08,2026-07-08,2026-07-08,2026-07-12,Delivered,Truck,Mexico,United States,DFW-03,Expeditors,Cleared,CIF,Received,2026-07-15,43,43.0,43.0,0.0,0.703,0.675,0.352,low,True,37,Low,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-07-08,22.0,0.152,0
PO-1089,2026-02-14,SUP-D02,Insight Enterprises,Storage Systems,All-flash storage array,VAST Data,VAS-SS-1997,3,463470.15,1390410.45,USD,Delivered,M. Delgado,Capacity Reservation,2026-02-25,2026-05-03,2026-05-03,2026-04-26,2026-04-26,2026-04-29,Delivered,Air,United States,United States,ATL-01,Flexport,Not required,DAP,Received,2026-07-12,78,71.0,71.0,-7.0,0.703,0.675,0.352,high,True,18,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-04-26,22.0,0.303,0
PO-1090,2026-06-06,SUP-D01,WWT,GPU Servers,4U 8-GPU air-cooled server,Supermicro,SUP-GS-2677,10,173494.58,1734945.8,USD,In Production,M. Delgado,Capacity Reservation,2026-06-18,2026-09-23,2026-09-23,2026-10-09,,2026-12-12,Not Shipped,Air,Taiwan,United States,PHX-04,Expeditors,Pending,DAP,Pending,2026-07-15,109,125.0,,16.0,0.674,0.686,0.352,critical,True,13,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-10-28,26.2,0.274,0
